0.2143,0.24296,0.26288,0.26862,0.27349,0.2755,0.27405,0.27754,0.27843,0.27831,0.27901,0.2767,0.27151,0.27194,0.26407,0.26187,0.24989,0.23696
0.21325,0.24393,0.26107,0.26801,0.27326,0.27562,0.27439,0.27644,0.27776,0.27826,0.27937,0.27692,0.27255,0.27122,0.26356,0.25667,0.2492,0.23584
0.21252,0.24415,0.26059,0.26736,0.27319,0.2753,0.27325,0.27721,0.27848,0.27754,0.27925,0.27712,0.27257,0.27153,0.26385,0.25663,0.24791,0.23478
0.21312,0.24183,0.26165,0.26757,0.27283,0.27551,0.27259,0.27603,0.27665,0.27748,0.27894,0.27588,0.27183,0.27184,0.26502,0.25659,0.24943,0.23443
0.21486,0.24221,0.26068,0.26922,0.27239,0.2739,0.27375,0.27744,0.27655,0.27715,0.27925,0.27583,0.27215,0.26979,0.26311,0.25733,0.24946,0.23393
0.21429,0.24225,0.26065,0.26745,0.27168,0.27448,0.27355,0.27591,0.27724,0.27703,0.27983,0.2767,0.27156,0.27017,0.26442,0.255,0.24873,0.23495
0.21466,0.24183,0.26082,0.26781,0.2724,0.27467,0.27375,0.27377,0.27594,0.27778,0.2797,0.27623,0.27184,0.26856,0.263,0.25415,0.24906,0.2347
0.21538,0.24154,0.26099,0.26594,NaN,0.27337,NaN,NaN,NaN,NaN,0.28372,NaN,NaN,NaN,0.26223,0.25569,NaN,0.23222
0.21426,0.24454,0.26579,0.26702,0.27241,0.27202,0.27448,0.27515,0.27777,0.27784,0.28081,0.27456,0.27088,0.27096,0.26408,0.25598,0.24777,0.23625
0.21455,0.24544,0.26482,0.26764,0.27301,0.2732,0.27306,0.27654,0.27793,0.27742,0.27968,0.27552,0.27134,0.2689,0.26256,0.25574,0.24619,0.23572
0.21245,0.24482,0.26424,0.26648,0.27227,0.2742,0.27299,0.27572,0.27853,0.27669,0.2795,0.27545,0.27223,0.27066,0.26242,0.25613,0.24523,0.23435
0.2141,0.24459,0.26399,0.2657,0.27323,0.27211,0.27342,0.27519,0.27817,0.27666,0.27864,0.27593,0.27058,0.27097,0.26343,0.25584,0.24715,0.23477
0.21202,0.24447,0.26306,0.26634,0.27383,0.27333,0.27426,0.2762,0.27766,0.2756,0.27806,0.27533,0.27217,0.26957,0.26192,0.25629,0.24747,0.23558
0.21151,0.24422,0.26541,0.26585,0.27325,0.27377,0.27425,0.27551,0.27688,0.27558,0.27981,0.27504,0.27099,0.27071,0.26216,0.25436,0.24629,0.23573
0.21172,0.24463,0.26504,0.26713,0.27331,0.27373,0.2736,0.27548,0.27667,0.27648,0.27942,0.27421,0.27099,0.27236,0.26431,0.25426,0.24679,0.23579
NaN,NaN,0.26479,0.26645,0.2722,NaN,NaN,0.27527,0.27686,NaN,NaN,0.27481,NaN,NaN,NaN,NaN,NaN,NaN
0.2213,0.24357,0.2608,0.26716,0.27327,0.27229,0.27399,0.27662,0.2782,0.27644,0.27949,0.27658,0.2715,0.26533,0.2624,0.25893,0.24724,0.23622
0.21744,0.24341,0.25981,0.26726,0.27286,0.27249,0.27355,0.27517,0.27773,0.27575,0.27919,0.27641,0.27017,0.26689,0.26271,0.25949,0.24891,0.23769
0.2156,0.24392,0.25923,0.26658,0.27273,0.27263,0.27348,0.27648,0.27732,0.27649,0.27809,0.27593,0.2701,0.26855,0.26147,0.25882,0.24563,0.23804
0.21465,0.24372,0.26046,0.26777,0.27232,0.2735,0.27386,0.27555,0.2771,0.27544,0.27772,0.27561,0.26932,0.26687,0.26173,0.25985,0.24546,0.23503
0.21604,0.24437,0.26173,0.26698,0.2722,0.27305,0.27354,0.27481,0.27587,0.27599,0.27937,0.27512,0.26873,0.26553,0.26211,0.25857,0.24532,0.23692
0.21523,0.24396,0.26081,0.26708,0.27275,0.27297,0.2732,0.27564,0.27624,0.27601,0.27822,0.27563,0.27006,0.26608,0.26228,0.25784,0.24509,0.23746
0.21486,0.24427,0.26192,0.26649,0.27353,0.27444,0.27319,0.27487,0.2758,0.2756,0.27811,0.27407,0.26982,0.26825,0.26102,0.25812,0.24651,0.23819
NaN,0.24515,NaN,NaN,NaN,0.27365,NaN,0.27491,NaN,0.27584,0.27928,NaN,NaN,0.26858,NaN,0.25964,0.24868,0.23863
0.21387,0.24455,0.25994,0.26623,0.27292,0.27366,0.27344,0.27541,0.27673,0.27635,0.27986,0.27534,0.27082,0.26936,0.26291,0.26026,0.2469,0.23885
0.21271,0.24359,0.26026,0.26647,0.27352,0.27286,0.27106,0.2749,0.27525,0.27634,0.27936,0.27491,0.27049,0.2686,0.26381,0.25909,0.24702,0.2384
0.21272,0.24269,0.25895,0.26584,0.27214,0.27324,0.27421,0.27645,0.27591,0.27484,0.27966,0.27495,0.26992,0.26788,0.26396,0.25916,0.24799,0.23851
0.21339,0.24252,0.26004,0.2659,0.2725,0.27345,0.27331,0.27544,0.27645,0.27549,0.27838,0.27415,0.27181,0.26736,0.2629,0.25982,0.2454,0.23748
0.21183,0.24289,0.26019,0.26584,0.27255,0.27325,0.27221,0.2749,0.27547,0.27397,0.27786,0.27489,0.27068,0.26707,0.26366,0.25967,0.24355,0.23714
0.21153,0.24353,0.26065,0.26604,0.27277,0.2725,0.27238,0.27414,0.27543,0.2741,0.27744,0.27494,0.26875,0.26594,0.2636,0.26026,0.24397,0.23794
0.21199,0.24307,0.25983,0.26578,0.27219,0.27255,0.27319,0.27461,0.2751,0.27414,0.27687,0.2754,0.27088,0.26525,0.26142,0.26035,0.24517,0.23685
NaN,0.24204,0.26043,0.2658,NaN,0.27277,0.27256,NaN,0.27475,NaN,0.27566,NaN,0.26978,0.26643,0.26127,0.25978,0.24484,NaN
0.21032,0.2452,0.26091,0.26525,0.27011,0.27352,0.27277,0.27567,0.2769,0.27599,0.27601,0.27331,0.27095,0.26881,0.26243,0.25733,0.24906,0.23602
0.20985,0.24564,0.25996,0.2654,0.27149,0.27349,0.27213,0.275,0.27669,0.27469,0.27596,0.27347,0.27222,0.26737,0.26133,0.25847,0.25029,0.23324
0.21157,0.24431,0.26045,0.26593,0.27197,0.2723,0.2714,0.27439,0.27624,0.27416,0.2761,0.27169,0.27066,0.26591,0.26116,0.25718,0.24753,0.2334
0.21215,0.24428,0.26003,0.26451,0.27135,0.27321,0.27214,0.27445,0.27645,0.27309,0.27697,0.27322,0.2711,0.26603,0.26199,0.25662,0.24727,0.2322
0.21256,0.24446,0.26042,0.26508,0.27156,0.27335,0.27154,0.27508,0.27578,0.27431,0.27503,0.27329,0.2718,0.26706,0.26257,0.25612,0.24678,0.23225
0.21264,0.24651,0.2595,0.26546,0.27062,0.27309,0.27142,0.27519,0.27586,0.27446,0.27521,0.27395,0.27168,0.26634,0.26158,0.25609,0.24697,0.23079
0.21003,0.24606,0.26017,0.26546,0.27127,0.27226,0.27143,0.27421,0.27649,0.27467,0.27692,0.27217,0.27056,0.26693,0.26238,0.2556,0.2465,0.2335
NaN,0.24496,0.25915,NaN,NaN,0.27322,0.27082,NaN,0.27649,NaN,0.27472,0.27321,0.27006,0.26602,0.26158,NaN,0.24475,NaN
0.21082,0.24786,0.26043,0.26622,0.27105,0.27374,0.27203,0.27511,0.27645,0.2763,0.27907,0.27578,0.27105,0.26848,0.25973,0.25767,0.25003,0.22608
0.21023,0.24676,0.26043,0.26677,0.2716,0.27236,0.27259,0.2752,0.27483,0.27544,0.27842,0.27629,0.27226,0.26871,0.25909,0.25665,0.24855,0.22701
0.21035,0.24708,0.26029,0.26682,0.27096,0.27163,0.2724,0.27484,0.27587,0.27683,0.27684,0.27637,0.27109,0.26919,0.25929,0.25888,0.24895,0.23078
0.2106,0.24695,0.25993,0.26648,0.26964,0.27206,0.27248,0.27392,0.27652,0.27647,0.27764,0.27522,0.27106,0.26815,0.25939,0.2591,0.2487,0.2311
0.20827,0.24588,0.25983,0.26624,0.27147,0.27163,0.2718,0.27349,0.27606,0.27708,0.27852,0.27484,0.27124,0.26853,0.25984,0.25706,0.24789,0.23314
0.20923,0.2457,0.26035,0.26582,0.27028,0.2707,0.27163,0.2738,0.27547,0.27514,0.2781,0.27378,0.27088,0.26712,0.25881,0.25914,0.24618,0.23002
0.20882,0.24549,0.26,0.26643,0.26881,0.27164,0.27181,0.27461,0.27577,0.27371,0.27668,0.27409,0.27133,0.2677,0.25834,0.25912,0.24889,0.23183
NaN,0.24525,0.26006,NaN,NaN,0.27149,NaN,NaN,0.27553,NaN,NaN,0.27437,0.2715,NaN,0.25789,NaN,0.24827,0.23119
0.21449,0.24638,0.25978,0.26528,0.27012,0.27315,0.27081,0.27287,0.27659,0.2747,0.27924,0.2743,0.27025,0.26922,0.25945,0.26023,0.24744,0.23341
0.21521,0.24489,0.25829,0.26558,0.27014,0.27316,0.26984,0.27471,0.27605,0.27659,0.27905,0.27606,0.27108,0.26833,0.25941,0.25881,0.24575,0.23127
0.21573,0.24555,0.26022,0.26561,0.26978,0.27355,0.26926,0.27301,0.27627,0.27585,0.27631,0.27441,0.27049,0.26722,0.25861,0.25921,0.24503,0.23318
0.21547,0.24557,0.25879,0.26604,0.2704,0.27225,0.26865,0.27458,0.27441,0.27688,0.2768,0.27383,0.26676,0.26787,0.25944,0.25941,0.24583,0.23241
0.21433,0.24549,0.25938,0.26674,0.26954,0.2725,0.26886,0.2753,0.27467,0.27541,0.2772,0.27448,0.26781,0.26791,0.2593,0.25798,0.24454,0.23236
0.21518,0.24555,0.25897,0.2657,0.26952,0.27306,0.2683,0.27328,0.27474,0.27581,0.27531,0.27511,0.26713,0.2671,0.25936,0.26092,0.24521,0.23034
0.21524,0.24563,0.25938,0.26622,0.26952,0.27271,0.26897,0.27447,0.27496,0.27423,0.27578,0.27393,0.2679,0.26719,0.25961,0.2585,0.24521,0.23299
NaN,0.24434,NaN,NaN,NaN,0.27254,NaN,NaN,NaN,0.27517,0.27594,0.27522,NaN,NaN,0.25921,NaN,0.24509,NaN
0.21553,0.24544,0.25976,0.2662,0.2703,0.27331,0.27328,0.27482,0.27612,0.27454,0.27633,0.27293,0.26964,0.26796,0.25752,0.26193,0.24782,0.23673
0.21448,0.2445,0.26055,0.26637,0.26859,0.27303,0.27365,0.27521,0.27566,0.2743,0.27827,0.27318,0.26886,0.2674,0.2578,0.26069,0.24758,0.23742
0.21534,0.24535,0.26006,0.26489,0.26856,0.27188,0.27343,0.27511,0.27481,0.27326,0.27737,0.2737,0.26971,0.26729,0.25799,0.25976,0.24859,0.23783
0.21869,0.24368,0.26005,0.26644,0.26902,0.27182,0.27176,0.27451,0.2747,0.2734,0.27693,0.27366,0.26946,0.26953,0.25829,0.2602,0.24741,0.23566
0.21837,0.24339,0.25936,0.26642,0.26855,0.27225,0.27288,0.27472,0.27423,0.27362,0.27551,0.27377,0.26999,0.26916,0.25719,0.25964,0.24864,0.23528
0.21907,0.24299,0.25974,0.2646,0.27007,0.27213,0.27295,0.27301,0.27612,0.27345,0.27563,0.27415,0.26819,0.26757,0.25714,0.26004,0.24907,0.23402
0.21729,0.24287,0.25914,0.26493,0.26705,0.27129,0.27282,0.27426,0.27511,0.27234,0.27502,0.2734,0.26883,0.26886,0.25757,0.25969,0.24774,0.23616
0.21842,0.242,0.26043,0.26502,0.26621,NaN,0.27198,0.2739,0.27574,NaN,0.27592,0.27205,NaN,0.26817,0.25745,NaN,NaN,NaN
0.21848,0.23104,0.25956,0.26582,0.26948,0.27123,0.27224,0.27404,0.27531,0.28054,0.27658,0.2744,0.26801,0.26666,0.25986,0.25602,0.24131,0.23205
0.21683,0.23076,0.25897,0.26558,0.26806,0.27245,0.27186,0.27402,0.27408,0.27927,0.27491,0.27392,0.2678,0.26849,0.2584,0.25731,0.24253,0.23363
0.21555,0.23044,0.26007,0.26602,0.26876,0.27116,0.27288,0.27439,0.27631,0.27941,0.27494,0.27306,0.26736,0.26826,0.25889,0.25747,0.24298,0.23215
0.21812,0.23079,0.25849,0.26528,0.26911,0.26926,0.27152,0.27387,0.27609,0.27873,0.27456,0.27431,0.26817,0.26777,0.25893,0.25732,0.24379,0.23281
0.2167,0.23103,0.25875,0.26444,0.26895,0.27157,0.27225,0.27353,0.27533,0.27943,0.27557,0.27281,NaN,0.26765,0.25851,0.25725,0.24266,0.2321
0.2132,0.23089,0.25789,0.26456,0.26812,0.27093,0.27085,0.27237,0.27555,0.27937,0.27405,0.27323,NaN,0.26794,0.25748,0.25923,0.23944,0.23408
0.21316,0.23096,0.25879,0.26355,0.26917,0.27072,0.27171,0.27339,0.27424,0.27757,0.27479,0.27231,NaN,0.26664,0.25773,0.258,0.24168,0.23255
NaN,0.23179,NaN,NaN,NaN,0.27112,0.27099,NaN,NaN,0.27769,0.27527,NaN,NaN,NaN,0.25857,0.25712,0.24099,0.23153
0.20969,0.23021,0.25827,0.2656,0.26924,0.27097,0.26912,0.27434,0.27486,0.28069,0.27644,0.27312,0.26876,0.26667,0.25576,0.25599,0.24468,0.23361
0.21109,0.22946,0.25964,0.26507,0.26978,0.27199,0.26888,0.27403,0.2755,0.27925,0.27683,0.27318,0.26947,0.26765,0.25723,0.25752,0.24435,0.23408
0.2118,0.23101,0.25954,0.26521,0.26955,0.2699,0.26952,0.27359,0.27377,0.27923,0.2772,0.27351,0.26791,0.26767,0.25595,0.25749,0.24366,0.23561
0.2116,0.23093,0.25878,0.26447,0.26866,0.27099,0.26922,0.27365,0.27485,0.28004,0.27848,0.27305,0.26836,0.26862,0.25675,0.2582,0.24358,0.23679
0.21017,0.23099,0.25863,0.26484,0.26758,0.27068,0.26918,0.27387,0.27514,0.2784,0.27769,0.27218,0.2674,0.26725,0.25701,0.25881,0.24357,0.23566
0.21076,0.23072,0.25795,0.26414,0.26787,0.27109,0.27034,0.27363,0.27494,0.27843,0.27596,0.27259,0.26807,0.26587,0.25524,0.25781,0.24331,0.23399
0.21294,0.23058,0.25742,0.26309,0.26854,0.26969,0.27021,0.27378,0.27458,0.27745,0.27619,0.27214,0.26747,0.26572,0.25659,0.25883,0.24293,0.23423
NaN,NaN,NaN,0.26568,0.26868,0.27068,0.26753,NaN,0.27499,NaN,0.27669,0.27242,0.26827,NaN,NaN,NaN,NaN,0.23609
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
